Week,function_name,X,y,,,,,
Wk1,function_1,"[0.722658, 0.789134]",-1.34868031284141E-24,,,,,
Wk1,function_2,"[0.697615, 0.558512]",0.65854113434384400,,,,,
Wk1,function_3,"[0.461873, 0.691438, 0.677112]",-0.12724059031368700,,,,,
Wk1,function_4,"[0.672187, 0.610049, 0.565820, 0.576566]",-11.40798811098630000,,,,,
Wk1,function_5,"[0.481186, 0.723489, 0.717704, 0.793275]",201.57856978653600000,,,,,
Wk1,function_6,"[0.589517, 0.821897, 0.476186, 0.581902, 0.710917]",-1.59209577611264000,,,,,
Wk1,function_7,"[0.558664, 0.485535, 0.549076, 0.544977, 0.567800, 0.686073]",0.26829323377208400,,,,,
Wk1,function_8,"[0.552740, 0.480599, 0.530371, 0.446076, 0.684124, 0.589390, 0.613506, 0.641335]",8.55535599721750000,,,,,
